cliente_id,prob_churn,risco_pct,tenure,monthly,senior,contrato,sem_papel,parceiro,dependentes,fibra,tier,receita_risco,acao
CLI-04137,0.5311,53.1,21,86.55,1,Month-to-month,0,1,0,1,Alto,45.966705,⚡ Migrar para contrato anual + benefício exclusivo
CLI-05133,0.531,53.1,62,96.1,1,Month-to-month,1,1,1,1,Alto,51.0291,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00772,0.5303,53.0,4,49.25,0,Month-to-month,0,0,0,0,Alto,26.117275,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00502,0.5302,53.0,40,50.85,0,Month-to-month,1,1,1,0,Alto,26.96067,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01431,0.5301,53.0,32,109.55,0,One year,1,0,0,1,Alto,58.072455,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03021,0.53,53.0,18,49.85,1,Month-to-month,1,0,0,0,Alto,26.4205,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02442,0.5299,53.0,34,88.85,0,Month-to-month,0,1,0,1,Alto,47.081615,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04987,0.5299,53.0,46,43.95,0,Month-to-month,1,1,0,0,Alto,23.289105000000003,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01401,0.5298,53.0,31,89.45,1,Month-to-month,0,1,0,1,Alto,47.39061,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01823,0.5294,52.9,49,74.6,0,Month-to-month,1,0,0,1,Alto,39.49323999999999,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04405,0.5285,52.9,39,73.15,0,Month-to-month,1,0,0,1,Alto,38.659775,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01186,0.528,52.8,1,49.05,0,Month-to-month,0,0,0,0,Alto,25.8984,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02822,0.528,52.8,1,49.05,0,Month-to-month,0,0,0,0,Alto,25.8984,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03096,0.528,52.8,50,104.4,0,One year,1,1,0,1,Alto,55.123200000000004,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04312,0.528,52.8,15,75.1,0,Month-to-month,0,1,1,1,Alto,39.6528,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02054,0.5278,52.8,40,105.75,0,One year,0,1,0,1,Alto,55.81485000000001,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03254,0.5275,52.8,65,111.05,0,Month-to-month,1,0,0,1,Alto,58.578875,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02644,0.5274,52.7,30,100.4,0,Month-to-month,1,0,0,1,Alto,52.95096,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00787,0.5274,52.7,30,100.4,0,Month-to-month,1,0,0,1,Alto,52.95096,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04567,0.5271,52.7,19,78.7,0,Month-to-month,1,0,0,1,Alto,41.48277,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04513,0.5269,52.7,27,104.65,1,One year,1,0,0,1,Alto,55.140085000000006,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00554,0.5263,52.6,11,54.55,1,Month-to-month,1,0,1,0,Alto,28.709664999999998,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00603,0.5262,52.6,49,106.65,0,One year,1,0,0,1,Alto,56.11923,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01412,0.5261,52.6,1,25.75,0,Month-to-month,1,0,0,0,Alto,13.547075,⚡ Migrar para contrato anual + benefício exclusivo
CLI-05257,0.5254,52.5,5,65.6,0,Month-to-month,1,0,0,0,Alto,34.46624,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00293,0.525,52.5,7,61.4,0,Month-to-month,0,0,0,0,Alto,32.235,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02702,0.5246,52.5,1,20.65,0,Month-to-month,0,0,0,0,Alto,10.832989999999999,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00761,0.5244,52.4,10,67.8,0,Month-to-month,1,1,0,0,Alto,35.55432,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02731,0.5243,52.4,54,89.4,0,Month-to-month,0,0,0,1,Alto,46.872420000000005,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01904,0.5242,52.4,9,44.4,0,Month-to-month,1,0,0,0,Alto,23.27448,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02457,0.5242,52.4,40,96.35,0,Month-to-month,1,1,1,1,Alto,50.50667,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03311,0.524,52.4,67,94.65,1,Month-to-month,1,1,0,1,Alto,49.5966,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00131,0.5237,52.4,7,58.85,0,Month-to-month,0,1,1,0,Alto,30.819745000000005,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03974,0.5228,52.3,59,83.25,0,Month-to-month,1,0,0,1,Alto,43.52310000000001,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00405,0.5225,52.3,15,46.3,0,Month-to-month,0,1,1,0,Alto,24.191749999999995,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01688,0.5223,52.2,34,84.05,0,Month-to-month,1,1,1,1,Alto,43.899314999999994,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04635,0.5218,52.2,1,20.7,0,Month-to-month,0,0,0,0,Alto,10.801260000000001,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00140,0.5209,52.1,5,63.95,0,Month-to-month,1,0,0,0,Alto,33.311555000000006,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04651,0.5209,52.1,57,74.3,0,Month-to-month,1,1,1,1,Alto,38.70287,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00843,0.5207,52.1,5,44.05,0,Month-to-month,1,0,0,0,Alto,22.936835000000002,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03122,0.5197,52.0,33,88.6,0,Month-to-month,0,1,1,1,Alto,46.04542,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01633,0.5194,51.9,18,74.15,0,Month-to-month,0,0,0,1,Alto,38.513510000000004,⚡ Migrar para contrato anual + benefício exclusivo
CLI-05279,0.5193,51.9,23,95.3,0,Month-to-month,0,0,0,1,Alto,49.48929,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02184,0.5192,51.9,29,51.6,1,Month-to-month,1,1,0,0,Alto,26.79072,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02319,0.5188,51.9,22,94.95,0,Month-to-month,1,0,0,1,Alto,49.26006,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01868,0.5184,51.8,71,52.3,1,Month-to-month,1,1,0,0,Alto,27.112319999999997,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04260,0.5182,51.8,4,42.4,0,Month-to-month,0,0,0,0,Alto,21.97168,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02429,0.5178,51.8,20,91.0,1,One year,1,1,0,1,Alto,47.119800000000005,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04487,0.5177,51.8,12,95.7,0,One year,0,0,0,1,Alto,49.543890000000005,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01272,0.5175,51.8,22,39.2,0,Month-to-month,0,1,1,0,Alto,20.286,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01856,0.5169,51.7,24,70.0,1,Month-to-month,0,0,0,1,Alto,36.183,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04907,0.5168,51.7,1,53.55,0,Month-to-month,1,1,0,0,Alto,27.67464,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01543,0.5166,51.7,13,59.9,1,Month-to-month,1,0,0,0,Alto,30.944339999999997,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03699,0.5158,51.6,37,96.1,0,Month-to-month,1,0,0,1,Alto,49.56838,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02580,0.5156,51.6,13,73.75,0,Month-to-month,1,0,0,1,Alto,38.025499999999994,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03233,0.5155,51.5,17,25.65,0,Month-to-month,1,0,0,0,Alto,13.222574999999999,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01549,0.5152,51.5,35,33.45,0,Month-to-month,1,0,0,0,Alto,17.23344,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03148,0.5146,51.5,9,70.05,0,Month-to-month,0,0,0,1,Alto,36.047729999999994,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04545,0.5143,51.4,4,65.6,0,Month-to-month,0,1,0,0,Alto,33.73808,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02552,0.5139,51.4,32,89.6,0,Month-to-month,0,1,1,1,Alto,46.04544,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01212,0.5138,51.4,23,90.0,1,Month-to-month,1,1,0,1,Alto,46.242000000000004,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03929,0.5136,51.4,55,94.45,0,Month-to-month,1,1,0,1,Alto,48.509519999999995,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00975,0.5136,51.4,1,19.5,0,Month-to-month,0,0,0,0,Alto,10.015199999999998,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00763,0.5134,51.3,13,29.15,0,Month-to-month,0,0,0,0,Alto,14.965609999999998,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03716,0.5132,51.3,44,73.85,1,Month-to-month,0,0,0,1,Alto,37.89982,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00087,0.5127,51.3,30,74.75,1,Month-to-month,1,0,0,0,Alto,38.324325,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04779,0.5125,51.2,52,59.45,0,Month-to-month,1,0,0,0,Alto,30.468125,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00914,0.5125,51.3,45,70.05,1,Month-to-month,1,0,0,0,Alto,35.900625,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01098,0.5122,51.2,19,89.95,0,Month-to-month,0,0,0,1,Alto,46.07239,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03032,0.512,51.2,50,100.65,1,One year,1,1,0,1,Alto,51.5328,⚡ Migrar para contrato anual + benefício exclusivo
CLI-05108,0.5119,51.2,59,51.7,0,Month-to-month,1,0,0,0,Alto,26.465230000000002,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00717,0.5113,51.1,54,99.1,1,One year,1,1,0,1,Alto,50.66983,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04838,0.5113,51.1,35,62.1,0,Month-to-month,1,0,0,0,Alto,31.75173,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03784,0.5111,51.1,25,95.7,0,Month-to-month,1,1,0,1,Alto,48.91227,⚡ Migrar para contrato anual + benefício exclusivo
CLI-05088,0.5111,51.1,72,112.9,1,Month-to-month,1,1,0,1,Alto,57.70319,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03360,0.511,51.1,4,50.8,0,Month-to-month,1,0,0,0,Alto,25.9588,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00260,0.5109,51.1,60,100.5,1,One year,1,1,0,1,Alto,51.34545,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03747,0.5105,51.0,68,80.35,1,Month-to-month,1,1,0,1,Alto,41.018674999999995,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03182,0.5102,51.0,18,84.3,0,Month-to-month,0,0,0,1,Alto,43.009859999999996,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02336,0.51,51.0,7,75.7,0,Month-to-month,1,1,1,0,Alto,38.607,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00209,0.51,51.0,49,85.3,0,Month-to-month,1,1,0,1,Alto,43.503,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04078,0.5097,51.0,24,79.85,0,Month-to-month,1,0,0,1,Alto,40.699545,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04803,0.5097,51.0,34,71.55,1,Month-to-month,0,1,0,1,Alto,36.469035,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02352,0.5096,51.0,62,89.8,1,Month-to-month,1,1,0,1,Alto,45.762080000000005,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04126,0.5093,50.9,2,19.9,0,Month-to-month,1,0,0,0,Alto,10.135069999999999,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01900,0.5087,50.9,51,111.55,0,One year,1,1,0,1,Alto,56.745485,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00434,0.5086,50.9,15,58.95,0,Month-to-month,0,0,0,0,Alto,29.981970000000004,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01492,0.5083,50.8,43,75.35,0,Month-to-month,1,0,0,1,Alto,38.300405,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00889,0.5079,50.8,64,94.25,1,Month-to-month,1,1,0,1,Alto,47.869575000000005,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02844,0.5076,50.8,7,62.8,0,Month-to-month,0,0,0,0,Alto,31.877280000000003,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02559,0.5075,50.8,40,74.8,0,Month-to-month,0,0,0,1,Alto,37.96099999999999,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01449,0.5075,50.8,11,58.95,0,Month-to-month,1,0,0,0,Alto,29.917125,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00161,0.5073,50.7,39,100.0,0,One year,0,1,1,1,Alto,50.73,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02910,0.5072,50.7,30,77.9,1,Month-to-month,0,1,0,1,Alto,39.51088,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03338,0.5069,50.7,6,59.45,0,Month-to-month,0,0,0,0,Alto,30.135205000000003,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01168,0.5061,50.6,9,90.35,0,One year,1,1,1,1,Alto,45.726135,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04980,0.506,50.6,10,70.15,0,Month-to-month,0,0,0,1,Alto,35.495900000000006,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03817,0.5059,50.6,48,99.0,1,One year,1,0,0,1,Alto,50.0841,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00810,0.5059,50.6,4,58.5,0,Month-to-month,1,1,1,0,Alto,29.59515,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00002,0.5056,50.6,9,69.4,0,Month-to-month,1,0,1,0,Alto,35.088640000000005,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03607,0.5051,50.5,29,45.9,0,Month-to-month,1,1,0,0,Alto,23.184089999999998,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04788,0.5043,50.4,7,44.25,0,Month-to-month,1,1,0,0,Alto,22.315275,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02047,0.5042,50.4,16,80.75,0,Month-to-month,0,1,0,1,Alto,40.71415,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03862,0.5041,50.4,66,102.85,1,One year,1,0,0,1,Alto,51.846684999999994,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01282,0.5039,50.4,31,84.75,0,Month-to-month,1,0,0,1,Alto,42.705525,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02133,0.5039,50.4,56,96.85,1,Month-to-month,1,0,0,1,Alto,48.802715,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02786,0.5038,50.4,26,85.9,0,Month-to-month,0,1,0,1,Alto,43.27642,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00519,0.503,50.3,26,69.05,0,Month-to-month,1,0,0,1,Alto,34.73215,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02944,0.5029,50.3,22,93.2,0,Month-to-month,1,0,0,1,Alto,46.87028,⚡ Migrar para contrato anual + benefício exclusivo
CLI-02905,0.5026,50.3,16,55.3,0,Month-to-month,0,0,0,0,Alto,27.79378,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03098,0.5024,50.2,70,106.05,0,Month-to-month,1,1,1,1,Alto,53.27951999999999,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03661,0.5024,50.2,12,49.4,0,Month-to-month,1,0,0,0,Alto,24.818559999999998,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01047,0.5023,50.2,1,55.7,0,Month-to-month,0,1,0,0,Alto,27.97811,⚡ Migrar para contrato anual + benefício exclusivo
CLI-05270,0.5013,50.1,31,88.65,0,Month-to-month,0,1,0,1,Alto,44.440245,⚡ Migrar para contrato anual + benefício exclusivo
CLI-00821,0.501,50.1,4,63.75,0,Month-to-month,1,0,0,0,Alto,31.93875,⚡ Migrar para contrato anual + benefício exclusivo
CLI-04363,0.5001,50.0,24,34.25,1,Month-to-month,0,1,0,0,Alto,17.128425,⚡ Migrar para contrato anual + benefício exclusivo
CLI-01613,0.5,50.0,51,93.8,0,Month-to-month,1,1,1,1,Médio,46.9,⚡ Migrar para contrato anual + benefício exclusivo
CLI-03063,0.4999,50.0,52,104.45,1,One year,1,1,0,1,Médio,52.214555000000004,📞 NPS proativo + programa de fidelidade
CLI-03562,0.4997,50.0,6,29.45,0,Month-to-month,0,0,0,0,Médio,14.716164999999998,📞 NPS proativo + programa de fidelidade
CLI-02226,0.4995,49.9,63,105.4,0,Month-to-month,0,0,0,1,Médio,52.6473,📞 NPS proativo + programa de fidelidade
CLI-04821,0.4995,49.9,41,104.45,0,One year,1,1,0,1,Médio,52.172775,📞 NPS proativo + programa de fidelidade
CLI-03916,0.4995,50.0,51,111.5,0,One year,1,0,0,1,Médio,55.69425,📞 NPS proativo + programa de fidelidade
CLI-00911,0.4993,49.9,34,69.15,1,Month-to-month,0,0,0,1,Médio,34.52659500000001,📞 NPS proativo + programa de fidelidade
CLI-04091,0.4993,49.9,34,69.15,1,Month-to-month,0,0,0,1,Médio,34.52659500000001,📞 NPS proativo + programa de fidelidade
CLI-02694,0.4992,49.9,4,50.3,0,Month-to-month,0,1,1,0,Médio,25.109759999999998,📞 NPS proativo + programa de fidelidade
CLI-04435,0.499,49.9,1,20.25,0,Month-to-month,0,0,0,0,Médio,10.10475,📞 NPS proativo + programa de fidelidade
CLI-01483,0.4983,49.8,7,29.8,1,Month-to-month,0,1,0,0,Médio,14.849340000000002,📞 NPS proativo + programa de fidelidade
CLI-01444,0.4981,49.8,24,29.1,0,Month-to-month,0,1,0,0,Médio,14.49471,📞 NPS proativo + programa de fidelidade
CLI-02246,0.4979,49.8,61,82.15,1,Month-to-month,1,1,0,1,Médio,40.902485000000006,📞 NPS proativo + programa de fidelidade
CLI-01548,0.4978,49.8,18,64.8,0,Month-to-month,0,0,1,0,Médio,32.25744,📞 NPS proativo + programa de fidelidade
CLI-04535,0.4977,49.8,4,56.75,0,Month-to-month,0,0,0,0,Médio,28.244474999999998,📞 NPS proativo + programa de fidelidade
CLI-03727,0.4973,49.7,65,90.65,0,Month-to-month,1,1,0,1,Médio,45.080245000000005,📞 NPS proativo + programa de fidelidade
CLI-02134,0.4969,49.7,56,106.6,0,Month-to-month,1,0,0,1,Médio,52.969539999999995,📞 NPS proativo + programa de fidelidade
CLI-02239,0.4967,49.7,8,66.65,0,Month-to-month,1,0,0,0,Médio,33.105055,📞 NPS proativo + programa de fidelidade
CLI-00480,0.4965,49.6,44,92.95,0,Month-to-month,1,1,1,1,Médio,46.149675,📞 NPS proativo + programa de fidelidade
CLI-04048,0.4964,49.6,25,69.75,0,Month-to-month,0,0,0,1,Médio,34.6239,📞 NPS proativo + programa de fidelidade
CLI-05035,0.496,49.6,33,50.0,1,Month-to-month,1,1,0,0,Médio,24.8,📞 NPS proativo + programa de fidelidade
CLI-00770,0.4954,49.5,1,49.9,0,Month-to-month,0,0,1,0,Médio,24.72046,📞 NPS proativo + programa de fidelidade
CLI-02814,0.4953,49.5,54,79.85,0,Month-to-month,1,0,0,1,Médio,39.549704999999996,📞 NPS proativo + programa de fidelidade
CLI-01023,0.4952,49.5,58,107.75,0,One year,1,0,0,1,Médio,53.3578,📞 NPS proativo + programa de fidelidade
CLI-02258,0.495,49.5,8,54.75,0,Month-to-month,1,1,0,0,Médio,27.10125,📞 NPS proativo + programa de fidelidade
CLI-01693,0.495,49.5,67,111.25,0,One year,1,1,0,1,Médio,55.06875,📞 NPS proativo + programa de fidelidade
CLI-00237,0.4949,49.5,10,56.75,0,Month-to-month,1,0,0,0,Médio,28.085575,📞 NPS proativo + programa de fidelidade
CLI-02351,0.4949,49.5,30,44.5,0,Month-to-month,1,0,1,0,Médio,22.02305,📞 NPS proativo + programa de fidelidade
CLI-02448,0.4947,49.5,7,81.25,0,Month-to-month,0,1,0,0,Médio,40.194375,📞 NPS proativo + programa de fidelidade
CLI-01003,0.4945,49.4,22,100.05,0,One year,1,1,1,1,Médio,49.474725,📞 NPS proativo + programa de fidelidade
CLI-01671,0.4945,49.4,57,53.75,0,Month-to-month,1,0,0,0,Médio,26.579375,📞 NPS proativo + programa de fidelidade
CLI-05354,0.4943,49.4,33,95.3,0,Month-to-month,1,0,1,1,Médio,47.106790000000004,📞 NPS proativo + programa de fidelidade
CLI-03824,0.4942,49.4,12,74.15,0,Month-to-month,1,1,0,0,Médio,36.64493,📞 NPS proativo + programa de fidelidade
CLI-00160,0.4942,49.4,70,97.65,0,One year,1,1,0,1,Médio,48.258630000000004,📞 NPS proativo + programa de fidelidade
CLI-02886,0.4941,49.4,37,104.5,0,One year,1,0,0,1,Médio,51.633449999999996,📞 NPS proativo + programa de fidelidade
CLI-04389,0.494,49.4,10,40.7,0,Month-to-month,0,0,0,0,Médio,20.105800000000002,📞 NPS proativo + programa de fidelidade
CLI-03175,0.494,49.4,19,56.1,0,Month-to-month,1,0,0,0,Médio,27.7134,📞 NPS proativo + programa de fidelidade
CLI-04719,0.4939,49.4,69,95.35,1,Month-to-month,1,1,0,1,Médio,47.093365,📞 NPS proativo + programa de fidelidade
CLI-04303,0.4938,49.4,47,103.1,0,One year,1,0,0,1,Médio,50.910779999999995,📞 NPS proativo + programa de fidelidade
CLI-03800,0.4937,49.4,24,89.25,0,Month-to-month,1,1,0,1,Médio,44.062725,📞 NPS proativo + programa de fidelidade
CLI-02887,0.4936,49.4,50,83.4,1,Month-to-month,1,0,0,1,Médio,41.16624,📞 NPS proativo + programa de fidelidade
CLI-02696,0.4934,49.3,64,104.65,0,One year,1,0,0,1,Médio,51.634310000000006,📞 NPS proativo + programa de fidelidade
CLI-04309,0.4934,49.3,36,94.8,0,Month-to-month,1,0,0,1,Médio,46.774319999999996,📞 NPS proativo + programa de fidelidade
CLI-00818,0.4931,49.3,19,25.15,0,Month-to-month,1,0,0,0,Médio,12.401464999999998,📞 NPS proativo + programa de fidelidade
CLI-05058,0.4931,49.3,8,55.75,0,Month-to-month,0,1,1,0,Médio,27.490325,📞 NPS proativo + programa de fidelidade
CLI-02614,0.493,49.3,13,71.95,0,Month-to-month,1,0,0,0,Médio,35.47135,📞 NPS proativo + programa de fidelidade
CLI-02759,0.493,49.3,4,65.55,0,Month-to-month,0,0,0,0,Médio,32.31615,📞 NPS proativo + programa de fidelidade
CLI-01065,0.4923,49.2,5,49.4,0,Month-to-month,1,1,1,0,Médio,24.31962,📞 NPS proativo + programa de fidelidade
CLI-04286,0.4922,49.2,11,34.7,0,Month-to-month,0,0,0,0,Médio,17.079340000000002,📞 NPS proativo + programa de fidelidade
CLI-02061,0.4919,49.2,14,55.5,0,Month-to-month,1,0,0,0,Médio,27.30045,📞 NPS proativo + programa de fidelidade
CLI-04574,0.4916,49.2,57,99.65,0,Month-to-month,1,1,0,1,Médio,48.98794,📞 NPS proativo + programa de fidelidade
CLI-05347,0.4915,49.1,59,106.15,0,One year,1,1,1,1,Médio,52.172725,📞 NPS proativo + programa de fidelidade
CLI-04338,0.4914,49.1,50,103.95,0,One year,1,1,0,1,Médio,51.08103,📞 NPS proativo + programa de fidelidade
CLI-02626,0.4903,49.0,35,49.2,0,Month-to-month,0,0,0,0,Médio,24.122760000000003,📞 NPS proativo + programa de fidelidade
CLI-01181,0.4903,49.0,57,94.0,1,Month-to-month,0,1,0,1,Médio,46.0882,📞 NPS proativo + programa de fidelidade
CLI-03004,0.4902,49.0,9,19.5,0,Month-to-month,1,0,0,0,Médio,9.558900000000001,📞 NPS proativo + programa de fidelidade
CLI-04602,0.4898,49.0,48,104.5,1,Month-to-month,1,1,1,1,Médio,51.1841,📞 NPS proativo + programa de fidelidade
CLI-01689,0.4882,48.8,3,20.25,0,Month-to-month,1,0,0,0,Médio,9.886050000000001,📞 NPS proativo + programa de fidelidade
CLI-01017,0.4881,48.8,18,58.4,1,Month-to-month,1,0,0,0,Médio,28.505039999999997,📞 NPS proativo + programa de fidelidade
CLI-03386,0.4881,48.8,59,93.35,0,Month-to-month,0,1,0,1,Médio,45.56413499999999,📞 NPS proativo + programa de fidelidade
CLI-03526,0.4881,48.8,45,85.7,1,Month-to-month,1,0,0,1,Médio,41.83017,📞 NPS proativo + programa de fidelidade
CLI-04295,0.488,48.8,10,54.5,0,Month-to-month,1,0,0,0,Médio,26.596,📞 NPS proativo + programa de fidelidade
CLI-01439,0.4879,48.8,47,103.7,0,One year,1,0,0,1,Médio,50.59523,📞 NPS proativo + programa de fidelidade
CLI-00779,0.4872,48.7,49,93.65,0,One year,1,1,1,1,Médio,45.62628,📞 NPS proativo + programa de fidelidade
CLI-02536,0.4869,48.7,11,29.6,0,Month-to-month,1,1,1,0,Médio,14.41224,📞 NPS proativo + programa de fidelidade
CLI-00416,0.4868,48.7,27,83.85,1,Month-to-month,0,1,0,0,Médio,40.81818,📞 NPS proativo + programa de fidelidade
CLI-03642,0.4865,48.7,35,91.5,0,Month-to-month,1,1,0,1,Médio,44.51475,📞 NPS proativo + programa de fidelidade
CLI-02618,0.4858,48.6,61,99.9,0,One year,1,1,1,1,Médio,48.531420000000004,📞 NPS proativo + programa de fidelidade
CLI-04494,0.4858,48.6,30,94.4,0,One year,1,0,0,1,Médio,45.85952,📞 NPS proativo + programa de fidelidade
CLI-04255,0.4857,48.6,15,48.8,0,Month-to-month,1,0,0,0,Médio,23.70216,📞 NPS proativo + programa de fidelidade
CLI-05262,0.4853,48.5,38,69.5,0,Month-to-month,1,0,0,1,Médio,33.72835,📞 NPS proativo + programa de fidelidade
CLI-02180,0.4845,48.5,68,84.65,1,Month-to-month,1,1,1,1,Médio,41.012925,📞 NPS proativo + programa de fidelidade
CLI-04274,0.4843,48.4,51,94.0,1,One year,1,0,0,1,Médio,45.5242,📞 NPS proativo + programa de fidelidade
CLI-03675,0.4839,48.4,48,97.05,0,One year,1,1,0,1,Médio,46.962495,📞 NPS proativo + programa de fidelidade
CLI-05071,0.4836,48.4,27,85.2,0,Month-to-month,1,1,1,1,Médio,41.20272,📞 NPS proativo + programa de fidelidade
CLI-05212,0.4835,48.3,49,88.2,1,Month-to-month,1,1,0,1,Médio,42.6447,📞 NPS proativo + programa de fidelidade
CLI-00073,0.4834,48.3,5,59.9,1,Month-to-month,0,0,0,0,Médio,28.955659999999998,📞 NPS proativo + programa de fidelidade
CLI-04473,0.4834,48.3,5,59.9,1,Month-to-month,0,0,0,0,Médio,28.955659999999998,📞 NPS proativo + programa de fidelidade
CLI-01743,0.483,48.3,17,34.4,0,Month-to-month,0,1,0,0,Médio,16.615199999999998,📞 NPS proativo + programa de fidelidade
CLI-04477,0.4827,48.3,7,34.65,0,Month-to-month,0,1,1,0,Médio,16.725555,📞 NPS proativo + programa de fidelidade
CLI-03150,0.4819,48.2,31,89.3,0,Month-to-month,0,1,1,1,Médio,43.03367,📞 NPS proativo + programa de fidelidade
CLI-01123,0.4819,48.2,40,78.85,0,Month-to-month,1,1,0,1,Médio,37.997814999999996,📞 NPS proativo + programa de fidelidade
